5.000000000000000104e-03 1.752371176853903447e-03
1.499999999999999944e-02 7.795193011061830879e-03
2.500000000000000139e-02 1.446260133657575019e-02
3.500000000000000333e-02 2.039188302612067460e-02
4.499999999999999833e-02 2.474824840046119245e-02
5.500000000000000028e-02 3.243437343159715630e-02
6.500000000000000222e-02 4.403829069788808143e-02
7.500000000000001110e-02 4.775804410866543032e-02
8.499999999999999223e-02 4.832520902496238724e-02
9.500000000000000111e-02 4.892593021489783506e-02
1.050000000000000100e-01 5.028555172388705918e-02
1.149999999999999911e-01 5.215567841898430257e-02
1.250000000000000000e-01 5.315326037014663635e-02
1.350000000000000089e-01 5.387619844803596264e-02
1.450000000000000178e-01 5.793890025864176924e-02
1.549999999999999989e-01 7.360277021129041364e-02
1.650000000000000078e-01 9.938427658896044348e-02
1.749999999999999889e-01 1.132485459771424563e-01
1.849999999999999978e-01 1.163102403380408822e-01
1.950000000000000067e-01 1.165882365411727156e-01
2.050000000000000155e-01 1.164174958247635172e-01
2.149999999999999967e-01 1.157603340033109135e-01
2.250000000000000056e-01 1.155953704359348466e-01
2.349999999999999867e-01 1.163027633404424693e-01
2.449999999999999956e-01 1.177622715497762401e-01
2.550000000000000044e-01 1.226585055000154745e-01
2.650000000000000133e-01 1.308572015546869693e-01
2.750000000000000222e-01 1.349149763058098139e-01
2.850000000000000311e-01 1.357199524259662948e-01
2.949999999999999845e-01 1.393816124391978883e-01
3.049999999999999933e-01 1.546049130141363692e-01
3.150000000000000022e-01 1.782326462173782211e-01
3.250000000000000111e-01 1.948303930266347961e-01
3.350000000000000200e-01 1.993460792376718360e-01
3.450000000000000289e-01 2.020987677980572994e-01
3.549999999999999822e-01 2.125239827620773458e-01
3.649999999999999911e-01 2.301783280709736312e-01
3.750000000000000000e-01 2.390266153348372391e-01
3.850000000000000089e-01 2.414001941807743801e-01
3.950000000000000178e-01 2.447161520921940780e-01
4.050000000000000266e-01 2.706072715527899630e-01
4.150000000000000355e-01 3.261685404744367744e-01
4.249999999999999889e-01 3.491138112923111159e-01
4.349999999999999978e-01 3.489013533365312170e-01
4.450000000000000067e-01 3.471975776198810704e-01
4.550000000000000155e-01 3.613881338344484551e-01
4.650000000000000244e-01 4.090111812913501677e-01
4.749999999999999778e-01 4.327323301972135217e-01
4.849999999999999867e-01 4.359831684647105243e-01
4.949999999999999956e-01 4.372997388879665825e-01
5.050000000000000044e-01 4.828562438911897514e-01
5.150000000000000133e-01 6.305748432300660733e-01
5.250000000000000222e-01 6.781067497532263788e-01
5.350000000000000311e-01 6.799247978527571679e-01
5.450000000000000400e-01 6.809649549268553814e-01
5.550000000000000488e-01 7.468009972093457849e-01
5.650000000000000577e-01 9.799646383868090282e-01
5.749999999999999556e-01 1.044518394608159984e+00
5.849999999999999645e-01 1.043195753987030017e+00
5.949999999999999734e-01 1.043641938688833593e+00
6.049999999999999822e-01 1.105066882352983004e+00
6.149999999999999911e-01 1.290869016276520176e+00
6.250000000000000000e-01 1.342040001780121727e+00
6.350000000000000089e-01 1.342708990554379422e+00
6.450000000000000178e-01 1.343020001303888655e+00
6.550000000000000266e-01 1.372590913648332966e+00
6.650000000000000355e-01 1.459414771300914904e+00
6.750000000000000444e-01 1.487657492020142191e+00
6.850000000000000533e-01 1.489080759975183188e+00
6.950000000000000622e-01 1.486150836109866313e+00
7.050000000000000711e-01 1.500989853334915081e+00
7.149999999999999689e-01 1.567928936433052867e+00
7.249999999999999778e-01 1.582073854164896209e+00
7.349999999999999867e-01 1.579086649299858092e+00
7.449999999999999956e-01 1.578811610633665152e+00
7.550000000000000044e-01 1.582749132953300109e+00
7.650000000000000133e-01 1.600435280961147289e+00
7.750000000000000222e-01 1.604136349490993485e+00
7.850000000000000311e-01 1.602089529775212906e+00
7.950000000000000400e-01 1.600035890904602187e+00
8.050000000000000488e-01 1.623633428770562048e+00
8.150000000000000577e-01 1.735225988598857461e+00
8.250000000000000666e-01 1.759566044288001008e+00
8.349999999999999645e-01 1.756768663476126147e+00
8.449999999999999734e-01 1.753212915258618443e+00
8.549999999999999822e-01 1.719437778598306377e+00
8.649999999999999911e-01 1.583531174496861649e+00
8.750000000000000000e-01 1.556466074871299288e+00
8.850000000000000089e-01 1.552663639658919736e+00
8.950000000000000178e-01 1.548240374359098448e+00
9.050000000000000266e-01 1.581536290711400339e+00
9.150000000000000355e-01 1.711788746235471059e+00
9.250000000000000444e-01 1.739373259828443485e+00
9.350000000000000533e-01 1.737676939750779193e+00
9.450000000000000622e-01 1.734145063588203639e+00
9.550000000000000711e-01 1.692156219030946485e+00
9.649999999999999689e-01 1.546031252479421303e+00
9.749999999999999778e-01 1.504575537785799444e+00
9.849999999999999867e-01 1.502638259004334786e+00
9.949999999999999956e-01 1.502140231148026972e+00
1.004999999999999893e+00 1.367024460387820994e+00
1.015000000000000124e+00 8.560913776997587377e-01
1.024999999999999911e+00 7.361735251455246987e-01
1.035000000000000142e+00 7.331760791108649089e-01
1.044999999999999929e+00 7.308954726603650309e-01
1.055000000000000160e+00 7.011006172357651112e-01
1.064999999999999947e+00 5.891329844534571869e-01
1.075000000000000178e+00 5.584034640187929277e-01
1.084999999999999964e+00 5.569379357740034120e-01
1.095000000000000195e+00 5.563802709640256472e-01
1.104999999999999982e+00 5.709934987719431643e-01
1.115000000000000213e+00 6.473735117504858527e-01
1.125000000000000000e+00 6.650064821623754563e-01
1.135000000000000231e+00 6.645065831449890048e-01
1.145000000000000018e+00 6.634652172110967472e-01
1.155000000000000027e+00 6.389852691404235285e-01
1.165000000000000036e+00 5.311012200495990321e-01
1.174999999999999822e+00 5.055366611360718743e-01
1.185000000000000053e+00 5.051030729829820709e-01
1.194999999999999840e+00 5.040773436628942505e-01
1.205000000000000071e+00 5.011059700355513513e-01
1.214999999999999858e+00 4.817083341523061280e-01
1.225000000000000089e+00 4.779827326979332880e-01
1.234999999999999876e+00 4.772676946729306757e-01
1.245000000000000107e+00 4.747648195332510035e-01
1.254999999999999893e+00 4.342225069684509386e-01
1.265000000000000124e+00 2.811522550763676520e-01
1.274999999999999911e+00 2.420817733193408872e-01
1.285000000000000142e+00 2.409048757404897156e-01
1.294999999999999929e+00 2.392238243879809267e-01
1.305000000000000160e+00 2.265661642512562801e-01
1.314999999999999947e+00 1.820510035727778142e-01
1.325000000000000178e+00 1.687197194182533388e-01
1.334999999999999964e+00 1.680477115317557391e-01
1.345000000000000195e+00 1.672334181405729925e-01
1.354999999999999982e+00 1.636407327271809931e-01
1.365000000000000213e+00 1.498805812110365343e-01
1.375000000000000000e+00 1.433078830018499061e-01
1.385000000000000231e+00 1.430949927121494547e-01
1.395000000000000018e+00 1.430309391258592633e-01
1.405000000000000027e+00 1.420222973973946090e-01
1.415000000000000036e+00 1.363981189569302699e-01
1.424999999999999822e+00 1.349797762434910564e-01
1.435000000000000053e+00 1.344031702362370739e-01
1.444999999999999840e+00 1.323711879583260032e-01
1.455000000000000071e+00 1.237396099504704527e-01
1.464999999999999858e+00 9.924858218537024879e-02
1.475000000000000089e+00 8.832254393880412113e-02
1.484999999999999876e+00 8.699520893423494383e-02
1.495000000000000107e+00 8.445288631056158124e-02
1.504999999999999893e+00 7.608550182744482082e-02
1.515000000000000124e+00 4.933113970853526820e-02
1.524999999999999911e+00 3.745344451603200425e-02
1.535000000000000142e+00 3.663693928349939094e-02
1.544999999999999929e+00 3.666170162441771685e-02
1.555000000000000160e+00 3.682408469830657227e-02
1.564999999999999947e+00 3.800440116760618603e-02
1.575000000000000178e+00 3.884688876757202286e-02
1.584999999999999964e+00 3.892683940106615725e-02
1.595000000000000195e+00 3.890020024377004171e-02
1.604999999999999982e+00 3.915957819609458546e-02
1.615000000000000213e+00 3.990350161288375858e-02
1.625000000000000000e+00 3.985337640204942439e-02
1.635000000000000231e+00 3.937089002972823937e-02
1.645000000000000018e+00 3.780179399124214412e-02
1.655000000000000249e+00 3.365238459193765214e-02
1.665000000000000036e+00 2.087995308383152129e-02
1.674999999999999822e+00 1.455689739831235972e-02
1.685000000000000053e+00 1.408677757112065942e-02
1.694999999999999840e+00 1.405484782554360448e-02
1.705000000000000071e+00 1.455774152010064042e-02
1.714999999999999858e+00 1.592888873700600699e-02
1.725000000000000089e+00 1.643621330203427766e-02
1.734999999999999876e+00 1.647080140496489514e-02
1.745000000000000107e+00 1.651298589152629115e-02
1.754999999999999893e+00 1.665929812048144026e-02
1.765000000000000124e+00 1.730968971966420980e-02
1.774999999999999911e+00 1.717207916570128931e-02
1.785000000000000142e+00 1.702494194278964326e-02
1.794999999999999929e+00 1.685963800038500077e-02
1.805000000000000160e+00 1.636210446974151536e-02
1.814999999999999947e+00 1.538813249806651046e-02
1.825000000000000178e+00 1.507826367357097304e-02
1.834999999999999964e+00 1.476319339887563128e-02
1.845000000000000195e+00 1.439740779129426891e-02
1.854999999999999982e+00 1.298169005918252059e-02
1.865000000000000213e+00 9.546507319031361308e-03
1.875000000000000000e+00 7.149253333748965475e-03
1.885000000000000231e+00 6.849107727905221453e-03
1.895000000000000018e+00 6.652698229417933727e-03
1.905000000000000249e+00 6.713872521352898422e-03
1.915000000000000036e+00 7.216889259653688944e-03
1.924999999999999822e+00 7.398930404578787749e-03
