5.059999999999999915e-02 8.270591037698520401e-03 1.593447417284496893e-03 4.071483011585819308e-04 1.016776396710050061e-03 4.927728733996800115e-03 7.096415554928814070e-04 2.822277872287846760e-03
1.023000000000000020e-01 5.498566699544138459e-02 8.100886123050673668e-03 1.978876974597627500e-03 2.634252190049014408e-03 3.151314294856238235e-02 2.304070260697316675e-03 1.693348138678453171e-02
1.552999999999999936e-01 9.192952829252748481e-02 1.196505207279224998e-02 3.213259231464447863e-03 2.678980295766279600e-03 5.189589545351630528e-02 2.948153654704622345e-03 2.746370951081086517e-02
2.096999999999999975e-01 1.395823763839071086e-01 2.938197434649360631e-02 6.161662902281361646e-03 5.694084568866362300e-03 8.441134708798364583e-02 5.929653918345737136e-03 4.523733670438535165e-02
2.656999999999999917e-01 1.566537197194191322e-01 4.455155019625167689e-02 7.427384283773912771e-03 5.885735343180504425e-03 1.005305896021328055e-01 6.662429848119020420e-03 5.367644136436214991e-02
3.232999999999999763e-01 1.403032433850898986e-01 7.107044648520270680e-02 9.252691760636233206e-03 8.010784700791783938e-03 1.056423437971900636e-01 8.636466417656816011e-03 5.722201741263501645e-02
3.826999999999999846e-01 1.242371910374437532e-01 1.152282418415855880e-01 1.381651048177770860e-02 1.174191475413126871e-02 1.197269263740142614e-01 1.278711353733783147e-02 6.634809028300638067e-02
4.441999999999999837e-01 1.036630455665582817e-01 1.422977666514532169e-01 1.952848038476432194e-02 1.768717810968582424e-02 1.230052374964412804e-01 1.861483955191179512e-02 7.089893785482684341e-02
5.078000000000000291e-01 6.805495083727039485e-02 1.489371910870398164e-01 2.986335344949005155e-02 2.329086209913267674e-02 1.085480556820801190e-01 2.660213087686903038e-02 6.764487823261426669e-02
5.738999999999999657e-01 5.120905272790324952e-02 1.316983161998536711e-01 6.365491316593620275e-02 3.421144282229580252e-02 9.150541675261290864e-02 4.904527549819500537e-02 7.031150568467582629e-02
6.424999999999999600e-01 2.391155101689025272e-02 1.053274583894863586e-01 1.170404767605106727e-01 4.521366385773375324e-02 6.467183306130382114e-02 8.140052954460751111e-02 7.302193527296986508e-02
