7.139999999999999680e-01 1.272492669845785851e-02 6.878147782032401070e-02 1.600865966021505493e-01 4.767034214576432866e-02 4.078923084014690614e-02 1.043064618360272089e-01 7.249375408901131967e-02
7.884999999999999787e-01 2.705973928083394830e-03 3.590502300157318721e-02 1.717767454869914279e-01 6.398983935567689740e-02 1.932683340049130838e-02 1.182936587673541623e-01 6.872596243537917871e-02
8.663999999999999480e-01 1.108850991496953967e-03 1.952959070773621630e-02 1.631469937894465261e-01 1.004055596111501081e-01 1.033106008761222605e-02 1.320151460911558050e-01 7.106947511485466051e-02
9.478999999999999648e-01 -2.357224351513340511e-04 1.187119649777198735e-02 1.248791921346629336e-01 1.425814153557780350e-01 5.825519482312158451e-03 1.336629076068818478e-01 6.963534516512397132e-02
1.033400000000000096e+00 1.695174056557528818e-04 9.809550902908407977e-03 7.059184664077704230e-02 1.565023754476663476e-01 4.995732486306648720e-03 1.132200310810650007e-01 5.901571630021299614e-02
1.123299999999999965e+00 8.857995618678367222e-06 6.448756022637743175e-03 1.792824589396380119e-02 9.495547966994354050e-02 3.232944808709278979e-03 5.614860382876600553e-02 2.964571010727966652e-02
1.217899999999999983e+00 4.656029534529268726e-04 8.454201120465453315e-03 8.010225311336905199e-03 9.947772172961183434e-02 4.465036267860479809e-03 5.339573822841444523e-02 2.888871718653600318e-02
1.317600000000000104e+00 7.078083957348036337e-04 7.329810857402988857e-03 3.204048871447416538e-03 6.392608466119750754e-02 4.023065066101607842e-03 3.333388527144315328e-02 1.865351410108447711e-02
1.423000000000000043e+00 7.741179380302220213e-04 4.228884699243806548e-03 1.684212294240617584e-03 3.073670142093054211e-02 2.503721348800282045e-03 1.609984738572617716e-02 9.290206261612851679e-03
1.534499999999999975e+00 1.961543374220658421e-03 4.854680423954490544e-03 2.068328737754625540e-03 1.852504247949136179e-02 3.409971277640408416e-03 1.023403088685381074e-02 6.816189500151658212e-03
1.652800000000000047e+00 2.001550455324489861e-03 2.287405815495175028e-03 1.026685755026395626e-03 8.101722587723819702e-03 2.144662295765517417e-03 4.537267897929304905e-03 3.338927966798842153e-03
1.778399999999999981e+00 1.415068876532188423e-03 1.329530140560791079e-03 6.460059889621634155e-04 3.701262235176511380e-03 1.372246539892283583e-03 2.162002765260285803e-03 1.766450840368920206e-03
1.912099999999999911e+00 1.636579056248312417e-03 1.382198585556709521e-03 4.948301559014068327e-04 2.803942969948210531e-03 1.509225243901750682e-03 1.640595690079334722e-03 1.574798612225546384e-03
2.054800000000000182e+00 1.308637296276415592e-03 1.044299946891610095e-03 3.995506472578376402e-04 1.875810813811284745e-03 1.176299071968140222e-03 1.132060688074627494e-03 1.154217359772785915e-03
2.207199999999999829e+00 1.332544676096053234e-03 1.191950678709974287e-03 3.922935177054122239e-04 1.296976463529571529e-03 1.262157220644587532e-03 8.411903721631401641e-04 1.052027147825194660e-03
2.370400000000000063e+00 1.679538801810824718e-03 7.676561460632842131e-04 2.436464377883038772e-04 9.849540041870199960e-04 1.223011394315602716e-03 6.114775818283769548e-04 9.177640992849390522e-04
2.545500000000000096e+00 2.119272652097968241e-03 8.823736939924056331e-04 2.604321563686954472e-04 9.240048222073208618e-04 1.500023622018326454e-03 5.896931924893552592e-04 1.045649781752021681e-03
2.733800000000000008e+00 1.967290794493359567e-03 1.075535355015327975e-03 2.487594627037137038e-04 6.668558832836620843e-04 1.520833290193516867e-03 4.562158491210788376e-04 9.894340655594228810e-04
2.936700000000000088e+00 1.607332567950000993e-03 8.421922829363355642e-04 2.756114127320206399e-04 9.283330739412923695e-04 1.224270927458024185e-03 5.994865760117673494e-04 9.124107293860171880e-04
3.155899999999999928e+00 1.002734210605490646e-03 9.564493193578055578e-04 1.652338847470223712e-04 9.939170268169989029e-04 9.795619125006771195e-04 5.764222973379546505e-04 7.783347030626057384e-04
3.393200000000000216e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.650700000000000056e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.930899999999999839e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.236699999999999910e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.571200000000000152e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.938200000000000145e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.342299999999999827e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.100000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
